0 5
1 22 0 0 0 0 -8.9508e-05 0.00272506 0.00250179 0.0037004 0 349.893 433.29 160.4 0 0 0 
1 22 0 0 0 0 0.00088664 0.000145328 -0.000532271 0.0010443 0 349.893 433.29 160.4 0 0 0 
1 22 0 0 0 0 0.000568201 0.000615539 9.93254e-07 0.0008377 0 349.893 433.29 160.4 0 0 0 
1 22 0 0 0 0 0.000193324 -0.000224675 -0.000183681 0.0003487 0 349.893 433.29 160.4 0 0 0 
1 22 0 0 0 0 0.000161405 1.04309e-05 -4.27643e-05 0.0001673 0 349.893 433.29 160.4 0 0 0 
0 3
1 22 0 0 0 0 -0.00317442 -0.00327111 0.0013183 0.004745 0 -65.4215 552.093 208.933 0 0 0 
1 22 0 0 0 0 -0.00018417 -6.52744e-05 0.0011706 0.0011868 0 -65.4215 552.093 208.933 0 0 0 
1 22 0 0 0 0 3.11833e-05 0.000155389 5.3584e-05 0.0001673 0 -65.4215 552.093 208.933 0 0 0 
0 3
1 22 0 0 0 0 -0.00395714 -0.00253427 0.000658413 0.004745 0 210.636 555.454 282.775 0 0 0 
1 22 0 0 0 0 0.000417923 0.000635998 -0.000350127 0.0008377 0 210.636 555.454 282.775 0 0 0 
1 22 0 0 0 0 0.000243774 0.000380217 -0.00024953 0.000516 0 210.636 555.454 282.775 0 0 0 
0 2
1 22 0 0 0 0 -0.00555405 3.59982e-05 0.000556713 0.005582 0 -143.311 576.688 68.7395 0 0 0 
1 22 0 0 0 0 -0.000417954 -0.000301915 2.04396e-05 0.000516 0 -143.311 576.688 68.7395 0 0 0 
0 3
1 22 0 0 0 0 -0.00166553 -0.00082885 0.00205473 0.0027718 0 -169.678 394.885 276.975 0 0 0 
1 22 0 0 0 0 0.00131096 -0.00091347 0.00231212 0.0028105 0 -169.678 394.885 276.975 0 0 0 
1 22 0 0 0 0 -9.59381e-05 -0.000505724 3.59872e-05 0.000516 0 -169.678 394.885 276.975 0 0 0 
0 3
1 22 0 0 0 0 -0.000448045 -0.00344226 0.00323499 0.004745 0 99.3408 575.782 105.964 0 0 0 
1 22 0 0 0 0 -0.000829492 2.71703e-05 -0.000848351 0.0011868 0 99.3408 575.782 105.964 0 0 0 
1 22 0 0 0 0 -0.000164084 5.69976e-06 -3.21422e-05 0.0001673 0 99.3408 575.782 105.964 0 0 0 
0 3
1 22 0 0 0 0 -0.00072951 0.00233769 -0.00406424 0.004745 0 242.298 530.721 100.611 0 0 0 
1 22 0 0 0 0 0.00071377 0.00079653 -0.00051436 0.0011868 0 242.298 530.721 100.611 0 0 0 
1 22 0 0 0 0 -8.20222e-06 -0.000156642 5.81835e-05 0.0001673 0 242.298 530.721 100.611 0 0 0 
0 3
1 22 0 0 0 0 -0.000557334 -0.00177706 -0.00526214 0.005582 0 63.3967 353.898 227.616 0 0 0 
1 22 0 0 0 0 0.000307205 0.000137931 -9.051e-05 0.0003487 0 63.3967 353.898 227.616 0 0 0 
1 22 0 0 0 0 3.14512e-05 -8.48214e-06 0.000164098 0.0001673 0 63.3967 353.898 227.616 0 0 0 
0 3
1 22 0 0 0 0 0.00298943 -0.000987253 -0.000111227 0.0031502 0 278.791 413.304 383.302 0 0 0 
1 22 0 0 0 0 0.00124855 -0.00156944 -0.0019278 0.0027818 0 278.791 413.304 383.302 0 0 0 
1 22 0 0 0 0 -0.000107382 2.67529e-05 0.00012547 0.0001673 0 278.791 413.304 383.302 0 0 0 
0 3
1 22 0 0 0 0 -0.00149297 -0.00298541 0.0015973 0.0037004 0 173.051 555.495 370.583 0 0 0 
1 22 0 0 0 0 -0.00159756 -0.000736693 -0.000667179 0.0018815 0 173.051 555.495 370.583 0 0 0 
1 22 0 0 0 0 -0.000120181 0.000200322 -0.000460091 0.000516 0 173.051 555.495 370.583 0 0 0 
0 2
1 22 0 0 0 0 0.0041391 0.00271744 -0.00257722 0.005582 0 202.198 544.935 280.736 0 0 0 
1 22 0 0 0 0 0.000175546 -0.000381603 0.000299698 0.000516 0 202.198 544.935 280.736 0 0 0 
0 2
1 22 0 0 0 0 -0.00460473 -0.00226578 0.00219577 0.005582 0 -112.534 265.421 438.376 0 0 0 
1 22 0 0 0 0 -0.0001863 -0.00020866 0.0004336 0.000516 0 -112.534 265.421 438.376 0 0 0 
0 3
1 22 0 0 0 0 -0.000420106 0.00306521 0.00359764 0.004745 0 210.172 575.622 115.621 0 0 0 
1 22 0 0 0 0 -7.14602e-05 -0.000575741 -0.00103533 0.0011868 0 210.172 575.622 115.621 0 0 0 
1 22 0 0 0 0 0.000108226 7.40291e-05 -0.000103904 0.0001673 0 210.172 575.622 115.621 0 0 0 
0 2
1 22 0 0 0 0 0.00128887 0.000108223 0.00543009 0.005582 0 343.237 546.425 425.162 0 0 0 
1 22 0 0 0 0 -0.00041681 0.00023726 -0.00019035 0.000516 0 343.237 546.425 425.162 0 0 0 
0 2
1 22 0 0 0 0 -0.000854564 -0.00551603 4.31594e-05 0.005582 0 176.565 495.914 115.918 0 0 0 
1 22 0 0 0 0 3.98512e-05 -0.000124178 0.000499247 0.000516 0 176.565 495.914 115.918 0 0 0 
0 3
