0 3
1 22 0 0 0 0 0.000375371 0.000940837 0.00463562 0.004745 0 308.551 588.48 207.516 0 
1 22 0 0 0 0 -0.000371447 0.000393578 0.00105623 0.0011868 0 308.551 588.48 207.516 0 
1 22 0 0 0 0 0.000141932 5.97947e-05 6.53384e-05 0.0001673 0 308.551 588.48 207.516 0 
1 3
1 22 0 0 0 0 0.00121425 -0.00211368 0.00199543 0.0031502 0 -46.3019 568.271 307.649 0 
1 22 0 0 0 0 0.00188113 0.000118434 0.00204591 0.0027818 0 -46.3019 568.271 307.649 0 
1 22 0 0 0 0 -2.84433e-05 -0.000122237 0.000110627 0.0001673 0 -46.3019 568.271 307.649 0 
2 4
1 22 0 0 0 0 -0.00122858 0.00125165 -0.00325836 0.0037004 0 -56.1579 580.055 662.91 0 
1 22 0 0 0 0 0.000546759 0.000882468 0.000113434 0.0010443 0 -56.1579 580.055 662.91 0 
1 22 0 0 0 0 -0.000587912 0.00038677 0.000955648 0.0011868 0 -56.1579 580.055 662.91 0 
1 22 0 0 0 0 -4.28923e-05 0.00013607 -8.73751e-05 0.0001673 0 -56.1579 580.055 662.91 0 
3 3
1 22 0 0 0 0 -0.00208352 -0.00395918 -0.00158077 0.004745 0 -0.53945 579.321 72.9191 0 
1 22 0 0 0 0 0.000742202 0.00038073 -7.69517e-05 0.0008377 0 -0.53945 579.321 72.9191 0 
1 22 0 0 0 0 0.000151078 0.000196794 -0.000452442 0.000516 0 -0.53945 579.321 72.9191 0 
4 3
1 22 0 0 0 0 0.00119305 2.34012e-05 0.0045925 0.004745 0 26.4954 573.098 686.321 0 
1 22 0 0 0 0 -0.00053241 -0.000876986 -0.000596598 0.0011868 0 26.4954 573.098 686.321 0 
1 22 0 0 0 0 0.000152564 2.64965e-05 6.33349e-05 0.0001673 0 26.4954 573.098 686.321 0 
5 3
1 22 0 0 0 0 -0.00245485 0.00133886 -0.00145084 0.0031502 0 207.318 592.684 289.099 0 
1 22 0 0 0 0 0.00267541 -0.000748031 -0.000145064 0.0027818 0 207.318 592.684 289.099 0 
1 22 0 0 0 0 -0.000124867 -8.98576e-06 -0.000110982 0.0001673 0 207.318 592.684 289.099 0 
6 3
1 22 0 0 0 0 0.00275557 0.000534603 -0.00185677 0.0033655 0 195.42 564.148 177.43 0 
1 22 0 0 0 0 -0.00185245 0.00174663 -0.000320321 0.0025661 0 195.42 564.148 177.43 0 
1 22 0 0 0 0 -8.06674e-06 0.000143843 8.50486e-05 0.0001673 0 195.42 564.148 177.43 0 
7 3
1 22 0 0 0 0 0.000890975 -0.00346212 0.00312008 0.004745 0 326.508 408.337 108.155 0 
1 22 0 0 0 0 -0.000645078 -0.000243284 -0.000475845 0.0008377 0 326.508 408.337 108.155 0 
1 22 0 0 0 0 -0.000515934 -2.07735e-06 7.99763e-06 0.000516 0 326.508 408.337 108.155 0 
8 3
1 22 0 0 0 0 0.00289381 0.00307165 -0.0021693 0.004745 0 143.456 588.419 125.309 0 
1 22 0 0 0 0 -0.000151945 -0.000334012 0.00112865 0.0011868 0 143.456 588.419 125.309 0 
1 22 0 0 0 0 -0.000105745 0.000116384 5.71142e-05 0.0001673 0 143.456 588.419 125.309 0 
9 3
1 22 0 0 0 0 0.00188087 0.00420764 -0.00112833 0.004745 0 -179.119 536.698 348.33 0 
1 22 0 0 0 0 -0.000336861 -0.000759812 -0.000104648 0.0008377 0 -179.119 536.698 348.33 0 
1 22 0 0 0 0 -0.000351118 0.000262827 -0.000271834 0.000516 0 -179.119 536.698 348.33 0 
10 3
1 22 0 0 0 0 -0.00204481 -0.00258163 0.00341598 0.004745 0 137.423 546.65 319.381 0 
1 22 0 0 0 0 -0.000324661 -0.000667592 0.000925964 0.0011868 0 137.423 546.65 319.381 0 
1 22 0 0 0 0 2.67383e-05 -0.00012899 -0.000103131 0.0001673 0 137.423 546.65 319.381 0 
11 2
1 22 0 0 0 0 -0.00151576 0.00433919 0.00117854 0.004745 0 300.122 584.615 373.344 0 
1 22 0 0 0 0 -0.000146915 -0.000288627 0.0013147 0.001354 0 300.122 584.615 373.344 0 
12 3
1 22 0 0 0 0 0.00159484 -0.00411663 0.00173923 0.004745 0 176.901 565.219 569.569 0 
1 22 0 0 0 0 0.00115898 5.12607e-05 -0.000250285 0.0011868 0 176.901 565.219 569.569 0 
